Department,Category,AccountCode,AccountName,     BudgetAmount     ,Period
HYPERICUM,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/05/2022
HYPERICUM,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/06/2022
ROSES,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/07/2021
ROSES,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/08/2021
ROSES,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/09/2021
ROSES,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/10/2021
ROSES,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/11/2021
ROSES,INDIRECT COST,601008,WORKERS WELFARE,"590,100.00",01/12/2021
ROSES,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/01/2022
ROSES,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/02/2022
ROSES,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/03/2022
ROSES,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/04/2022
ROSES,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/05/2022
ROSES,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/06/2022
GENERAL MAINTENANCE,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/07/2021
GENERAL MAINTENANCE,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/08/2021
GENERAL MAINTENANCE,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/09/2021
GENERAL MAINTENANCE,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/10/2021
GENERAL MAINTENANCE,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/11/2021
GENERAL MAINTENANCE,INDIRECT COST,601008,WORKERS WELFARE,"58,800.00",01/12/2021
GENERAL MAINTENANCE,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/01/2022
GENERAL MAINTENANCE,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/02/2022
GENERAL MAINTENANCE,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/03/2022
GENERAL MAINTENANCE,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/04/2022
GENERAL MAINTENANCE,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/05/2022
GENERAL MAINTENANCE,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/06/2022
PACKHOUSE,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/07/2021
PACKHOUSE,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/08/2021
PACKHOUSE,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/09/2021
PACKHOUSE,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/10/2021
PACKHOUSE,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/11/2021
PACKHOUSE,INDIRECT COST,601008,WORKERS WELFARE,"273,000.00",01/12/2021
PACKHOUSE,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/01/2022
PACKHOUSE,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/02/2022
PACKHOUSE,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/03/2022
PACKHOUSE,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/04/2022
PACKHOUSE,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/05/2022
PACKHOUSE,INDIRECT COST,601008,WORKERS WELFARE, -   ,01/06/2022
ADMINISTRATION,INDIRECT COST,601008,WORKERS WELFARE,"4,500.00",01/07/2021
ADMINISTRATION,INDIRECT COST,601008,WORKERS WELFARE,"4,500.00",01/08/2021
ADMINISTRATION,INDIRECT COST,601008,WORKERS WELFARE,"4,500.00",01/09/2021
ADMINISTRATION,INDIRECT COST,601008,WORKERS WELFARE,"4,500.00",01/10/2021
ADMINISTRATION,INDIRECT COST,601008,WORKERS WELFARE,"4,500.00",01/11/2021
ADMINISTRATION,INDIRECT COST,601008,WORKERS WELFARE,"136,200.00",01/12/2021
ADMINISTRATION,INDIRECT COST,601008,WORKERS WELFARE,"4,500.00",01/01/2022
ADMINISTRATION,INDIRECT COST,601008,WORKERS WELFARE,"4,500.00",01/02/2022
ADMINISTRATION,INDIRECT COST,601008,WORKERS WELFARE,"4,500.00",01/03/2022
ADMINISTRATION,INDIRECT COST,601008,WORKERS WELFARE,"4,500.00",01/04/2022
ADMINISTRATION,INDIRECT COST,601008,WORKERS WELFARE,"4,500.00",01/05/2022
ADMINISTRATION,INDIRECT COST,601008,WORKERS WELFARE,"4,500.00",01/06/2022
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"36,000.00",01/07/2016
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"36,000.00",01/08/2016
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"36,000.00",01/09/2016
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"36,000.00",01/10/2016
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"36,000.00",01/11/2016
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"36,000.00",01/12/2016
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"36,000.00",01/01/2017
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"36,000.00",01/02/2017
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"36,000.00",01/03/2017
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"36,000.00",01/04/2017
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"36,000.00",01/05/2017
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"36,000.00",01/06/2017
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"36,000.00",01/07/2017
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"36,000.00",01/08/2017
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"36,000.00",01/09/2017
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"36,000.00",01/10/2017
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"36,000.00",01/11/2017
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"36,000.00",01/12/2017
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"36,000.00",01/01/2018
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"36,000.00",01/02/2018
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"36,000.00",01/03/2018
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"36,000.00",01/04/2018
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"36,000.00",01/05/2018
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"36,000.00",01/06/2018
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/07/2018
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/08/2018
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/09/2018
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/10/2018
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/11/2018
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/12/2018
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/01/2019
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/02/2019
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/03/2019
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/04/2019
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/05/2019
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/06/2019
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/07/2019
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/08/2019
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/09/2019
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/10/2019
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/11/2019
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/12/2019
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/01/2020
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/02/2020
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/03/2020
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/04/2020
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/05/2020
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/06/2020
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/07/2020
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/08/2020
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/09/2020
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/10/2020
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/11/2020
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/12/2020
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/01/2021
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/02/2021
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/03/2021
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/04/2021
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/05/2021
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/06/2021
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/07/2021
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/08/2021
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/09/2021
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/10/2021
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/11/2021
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/12/2021
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/01/2022
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/02/2022
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/03/2022
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/04/2022
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/05/2022
ADMINISTRATION,INDIRECT COST,610518,WILDFIRE FOOTBALL CLUB,"50,000.00",01/06/2022
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/07/2016
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/07/2016
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/08/2016
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/08/2016
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/09/2016
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/09/2016
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/10/2016
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/10/2016
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/11/2016
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/11/2016
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/12/2016
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/12/2016
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/01/2017
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/01/2017
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/02/2017
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/02/2017
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/03/2017
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/03/2017
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/04/2017
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/04/2017
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/05/2017
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/05/2017
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/06/2017
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/06/2017
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/07/2017
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/07/2017
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/08/2017
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/08/2017
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/09/2017
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/09/2017
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/10/2017
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/10/2017
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/11/2017
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/11/2017
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/12/2017
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/12/2017
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/01/2018
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/01/2018
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/02/2018
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/02/2018
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/03/2018
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/03/2018
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/04/2018
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/04/2018
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/05/2018
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/05/2018
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/06/2018
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"25,000.00",01/06/2018
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/07/2018
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/07/2018
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/08/2018
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/08/2018
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/09/2018
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/09/2018
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/10/2018
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/10/2018
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/11/2018
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/11/2018
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/12/2018
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/12/2018
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/01/2019
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/01/2019
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/02/2019
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/02/2019
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/03/2019
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/03/2019
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/04/2019
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/04/2019
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/05/2019
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/05/2019
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/06/2019
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/06/2019
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/07/2019
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/07/2019
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/08/2019
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/08/2019
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/09/2019
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/09/2019
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/10/2019
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/10/2019
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/11/2019
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/11/2019
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/12/2019
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/12/2019
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/01/2020
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/01/2020
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/02/2020
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/02/2020
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/03/2020
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/03/2020
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/04/2020
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/04/2020
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/05/2020
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/05/2020
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/06/2020
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/06/2020
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/07/2020
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/07/2020
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/08/2020
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/08/2020
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/09/2020
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/09/2020
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/10/2020
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/10/2020
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/11/2020
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/11/2020
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/12/2020
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/12/2020
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/01/2021
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/01/2021
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/02/2021
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/02/2021
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/03/2021
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/03/2021
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/04/2021
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/04/2021
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/05/2021
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/05/2021
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/06/2021
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/06/2021
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/07/2021
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/08/2021
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/09/2021
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/10/2021
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/11/2021
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/12/2021
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/01/2022
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/02/2022
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/03/2022
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/04/2022
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/05/2022
HYPERICUM,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/06/2022
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/07/2021
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/08/2021
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/09/2021
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/10/2021
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/11/2021
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/12/2021
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/01/2022
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/02/2022
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/03/2022
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/04/2022
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/05/2022
ROSES,DIRECT COST,610119,WATER USAGE EXPENSES,"30,000.00",01/06/2022
PACKHOUSE,DIRECT COST,600410,VACUUM COOLING EXPENSE,"14,500.00",01/07/2016
PACKHOUSE,DIRECT COST,600410,VACUUM COOLING EXPENSE,"14,500.00",01/08/2016
PACKHOUSE,DIRECT COST,600410,VACUUM COOLING EXPENSE,"14,500.00",01/09/2016
PACKHOUSE,DIRECT COST,600410,VACUUM COOLING EXPENSE,"14,500.00",01/10/2016
PACKHOUSE,DIRECT COST,600410,VACUUM COOLING EXPENSE,"14,500.00",01/11/2016
PACKHOUSE,DIRECT COST,600410,VACUUM COOLING EXPENSE,"14,500.00",01/12/2016
PACKHOUSE,DIRECT COST,600410,VACUUM COOLING EXPENSE,"14,500.00",01/01/2017
PACKHOUSE,DIRECT COST,600410,VACUUM COOLING EXPENSE,"14,500.00",01/02/2017
PACKHOUSE,DIRECT COST,600410,VACUUM COOLING EXPENSE,"14,500.00",01/03/2017
PACKHOUSE,DIRECT COST,600410,VACUUM COOLING EXPENSE,"14,500.00",01/04/2017
PACKHOUSE,DIRECT COST,600410,VACUUM COOLING EXPENSE,"14,500.00",01/05/2017
PACKHOUSE,DIRECT COST,600410,VACUUM COOLING EXPENSE,"14,500.00",01/06/2017
PACKHOUSE,DIRECT COST,600410,VACUUM COOLING EXPENSE,"14,500.00",01/07/2017
PACKHOUSE,DIRECT COST,600410,VACUUM COOLING EXPENSE,"14,500.00",01/08/2017
PACKHOUSE,DIRECT COST,600410,VACUUM COOLING EXPENSE,"14,500.00",01/09/2017
PACKHOUSE,DIRECT COST,600410,VACUUM COOLING EXPENSE,"14,500.00",01/10/2017
PACKHOUSE,DIRECT COST,600410,VACUUM COOLING EXPENSE,"14,500.00",01/11/2017
PACKHOUSE,DIRECT COST,600410,VACUUM COOLING EXPENSE,"14,500.00",01/12/2017
PACKHOUSE,DIRECT COST,600410,VACUUM COOLING EXPENSE,"14,500.00",01/01/2018
PACKHOUSE,DIRECT COST,600410,VACUUM COOLING EXPENSE,"14,500.00",01/02/2018
PACKHOUSE,DIRECT COST,600410,VACUUM COOLING EXPENSE,"14,500.00",01/03/2018
PACKHOUSE,DIRECT COST,600410,VACUUM COOLING EXPENSE,"14,500.00",01/04/2018
PACKHOUSE,DIRECT COST,600410,VACUUM COOLING EXPENSE,"14,500.00",01/05/2018
PACKHOUSE,DIRECT COST,600410,VACUUM COOLING EXPENSE,"14,500.00",01/06/2018
